"CODIGO_CLIENTE","VINCULACION"
1484,5.95975232198142
1627,3
2726,3.95734434124527
8020,4.08255933952528
11065,6.36904761904762
13533,4
13919,2.76160990712074
18614,5
19267,4
19286,2.97832817337461
23507,4
25009,4
25500,3
25965,4
31776,4.84623323013416
32272,5.66047471620227
33215,4.08668730650155
42599,2
45714,5.31991744066048
45779,2.24974200206398
45867,1
46161,4
47810,2.89473684210526
52351,3
52963,5.17857142857143
54160,4
54363,0
54568,4.21052631578947
54895,4.85552115583075
55604,1.06666666666667
56831,2
57262,4.66460268317853
57273,1
57503,4.83636363636364
58345,2
59106,3
61419,1.10714285714286
61816,2.18575851393189
62626,0
62916,4.59442724458204
63035,2
64493,1
67416,4
67484,0
75838,4
76760,3.86790505675955
76833,4.58720330237358
77862,4
78120,0.995872033023736
78390,3
78745,3.81424148606811
82725,1
83668,5.35603715170279
90219,5.33539731682147
90423,4.71826625386997
92555,0
94480,3.74303405572755
95860,3.78947368421053
96386,5.08771929824561
97786,0.938725490196078
102524,0
105851,3
105879,3
105931,3.64912280701754
108228,5.60887512899897
109887,3.5015479876161
110980,4.6687306501548
111869,3.45098039215686
113359,2
114483,3.93395252837977
120871,3.0030959752322
120927,3.81836945304438
124703,0
125371,4.90476190476191
126710,1
130980,5.09803921568627
140789,4
142691,3
146122,3
149671,1.07430340557276
150595,0
155184,4.73684210526316
155791,5.35087719298246
156332,1
165862,1
166398,2.9969040247678
171624,3
172602,4.93292053663571
174539,4
175122,3.93395252837977
178844,3.68214654282766
179116,2.86377708978328
180109,1.0577915376677
180396,3
183833,3
185001,5.08771929824561
189279,4
200990,4
201417,3.73581011351909
209465,1
210540,8.73202614379085
213488,3
214775,2
215163,1.06707946336429
215372,3.61300309597523
217726,3.6656346749226
218102,1
221262,0
221623,4
222883,5.01547987616099
223103,3
228172,2.10549450549451
229033,1
230976,2
232584,5.74303405572755
233423,3.78947368421053
234828,3.86790505675955
235924,0.92156862745098
239260,2.03508771929825
241066,3.92982456140351
241535,1.09803921568627
247475,3.98761609907121
248519,2.54798761609907
250885,3
251330,6.48090815273478
253029,3.96284829721362
255407,9
255611,1.86584107327141
256459,2.98452012383901
259334,3.95459236326109
260059,4
260464,3.85294117647059
264976,2
265472,5
267748,5
268153,1
268353,5.26934984520124
269454,3.90092879256966
270099,4
270264,3.90092879256966
274079,5
274479,1.90712074303406
275804,1
276046,4.84520123839009
276690,1
280685,4
282158,4.09907120743034
283967,3.6656346749226
284139,0
288209,0
289838,4.23116615067079
295247,4.58720330237358
295307,3.81424148606811
297555,4.1031991744066
298134,3.66976264189887
298569,1
298760,3
300002,2
301606,4
303414,0.982456140350877
309109,7.23787409700722
310018,3
310558,2.8266253869969
311898,4.13209494324045
313792,3.45510835913313
313930,4.08668730650155
314802,4
316290,3
318474,2.06604747162023
320953,4.82559339525284
321275,4
322368,1
326514,0
327470,3.54592363261094
331082,2
333090,1
335425,1
336297,2.09287925696594
339639,4
340193,1
341995,3.86790505675955
344891,3
345625,3.86790505675955
345869,4
347491,2.97832817337461
349064,4
349160,1.83488132094943
349914,1
353297,6
353477,1
353749,0
356036,5.13312693498452
359739,3.80185758513932
360858,4.24664602683178
361028,5.93188854489164
375423,0
375443,5.19607843137255
375792,4
377139,6.57894736842105
377702,5.26315789473684
379494,4.44891640866873
379802,3
381952,5
384284,3.76883384932921
385391,0
385763,0
389729,5.57275541795666
393924,4
394113,4.92466460268318
395898,6.79669762641899
397496,0
399815,0
401381,6.34674922600619
405203,2.8266253869969
409050,6.21775025799794
411087,0
413290,0
413563,4.08668730650155
413879,1
415562,0
415592,2.90092879256966
417588,2.3859649122807
417927,0.982456140350877
417973,5.8875128998968
421626,3.19504643962848
422500,0
422503,0
424124,3
424419,5
424435,1
424625,0
425666,3
425950,4.50361197110423
428293,3.98348813209494
430085,4.56553147574819
430882,2.42857142857143
431648,3.81424148606811
433487,0
434873,4.95356037151703
434962,4.97936016511868
435038,4
435761,4
437345,0
440887,5
442733,0
443670,0
447108,3.98348813209494
447549,5.18472652218782
449051,6
449630,4.95356037151703
449964,5.15995872033024
449970,4.09081527347781
450587,6.24148606811145
452329,1.02476780185759
452530,3
456854,8.8
457900,6.14285714285714
460543,2
460870,3.85294117647059
461992,3.81424148606811
462062,2
468360,4.45648434812521
470750,3.81424148606811
471591,4.05366357069143
471975,2.59442724458204
474379,4
474513,0
476308,5
479176,1
479314,0
481993,4.69349845201238
482651,4.71448228414173
485921,4.83316133470932
486440,5.28895768833849
486634,4
488023,4.68531468531468
490197,4
490516,4.82456140350877
492928,2
493257,2
494318,1
499330,0
503348,1
503400,4.21052631578947
506389,4
508660,4.69040247678018
510672,3
510876,4
511463,3.71929824561404
515292,4
516394,2.90092879256966
517233,5.94427244582043
518487,1
522893,5.15583075335397
524851,5.26666666666667
526351,1.02205882352941
526980,2
528072,0
528279,0
530543,0
530584,3.05263157894737
532943,3
537043,1
537316,3.86790505675955
538088,4
538669,4
542005,6.05714285714286
542727,4.56553147574819
545210,3.81836945304438
548035,0
552610,4.91428571428571
554168,5
554356,3.78947368421053
554944,4
558044,2
558600,2.77205882352941
559054,2
561874,0
563778,4.08668730650155
564495,4.86068111455108
567955,2.12383900928793
568266,3
570248,6.7688338493292
570509,0
571704,5
572919,3
573364,4.37151702786378
573414,4
577644,0
577768,3.70278637770898
577815,2
581012,4.43956043956044
582086,5.06191950464396
585792,6
588013,4
589305,2
589786,4.14285714285714
590396,4.85448916408669
591758,5.66047471620227
592161,4.46233230134159
594313,1.8328173374613
596172,3
597457,6.35706914344685
599790,2
599892,0
601895,0
602063,3
602932,1
602958,3
604874,4.83488132094943
608367,2
609120,2.76470588235294
613345,6.01238390092879
614535,2.37461300309598
616537,3.24767801857585
617214,4.92260061919505
617440,2
617698,4.92466460268318
628276,4.41176470588235
629169,0
637194,4.60268317853457
638188,2.71826625386997
641313,3
642449,3.93808049535604
642786,2.15892672858617
643558,4.59442724458204
648781,5.34571723426212
651643,4
655088,4
655746,2.1671826625387
656830,1
657770,4
659616,10
660874,0
663457,1
664309,4.73477812177503
668250,4
670426,6.21775025799793
670614,5.1
673825,4
676819,2
677415,1
677559,0
681478,3.76883384932921
682088,4.00000000000001
683105,8.6687306501548
686076,0
687690,0
688819,4
690260,3.48400412796698
692466,0
694104,4.05366357069143
694447,5.26666666666667
695352,0
698078,4
699130,5.22727272727273
701055,1
701090,0
701792,1
703716,4
705600,1
711365,3
713539,0
713545,3.78947368421053
715760,4.59442724458204
720950,2.24974200206398
721948,5.95803233574131
724723,1
725193,1
728935,2
732938,4.92260061919505
733356,3.86790505675955
733446,0
733531,5.11888111888112
738882,1
740366,1
741081,1
741827,0.920536635706914
742717,3.70278637770898
744742,4
745096,5.42311661506708
747746,4
750092,4.36363636363636
752844,6
753486,4.98452012383901
757594,2
760958,1.06666666666667
763762,3.6687306501548
764522,0
764910,0
765916,2
766635,3.86790505675955
771410,0
772701,3.68214654282766
773001,3
773582,2.85139318885449
773925,1
775445,1.08049535603715
777012,3.86790505675955
777413,0
786106,4
786266,8
791108,3.97110423116615
794248,5.93188854489164
798933,2.15892672858617
800787,3.22291021671827
802980,3.79876160990712
804142,5.10835913312693
805947,2.9938080495356
809050,7
809450,5.59339525283798
810668,3
810846,1
813383,4.67492260061919
815063,3.96697626418989
819896,4.13622291021672
820569,4
823176,0
824898,4
828700,3
828723,4.86274509803922
829384,3.73168214654283
829453,4
829567,4.66666666666667
832048,0
832128,0
833592,5
838455,1.95665634674923
841211,4
842171,0
843558,1
844057,4.67492260061919
846071,2.29721362229102
853284,0
853966,4.99896800825593
855733,3.19504643962848
857805,4
859115,4.71104231166151
860694,3.62848297213622
862269,2.87306501547988
862359,4.71104231166151
862518,0
865847,6.09907120743034
869918,0
871137,6.47058823529412
871325,2
871833,4
873578,1
873786,2.91950464396285
876669,4
877452,6.10526315789474
879458,8
880830,0
881586,2
883629,5.41279669762642
885793,3.53766769865841
885892,4.92260061919505
887491,6.68111455108359
888684,4
888719,4.05366357069143
893801,5.41279669762642
894042,1
894901,4.8
895425,4.83488132094943
898039,1
901550,0.920536635706914
906325,4.05366357069143
907783,4
908562,5.16511867905057
913154,2.9938080495356
913361,1
917174,1
918305,3.8844169246646
918796,4
919608,1
923876,0
927266,2.69040247678019
927572,1
928237,4.671826625387
930153,3.53353973168215
930375,2.07017543859649
930837,0
931034,4.13622291021672
934394,4
935295,1.06707946336429
936185,0
936805,2
937205,4.60268317853457
937351,0
938284,0
939612,2
940959,0
942940,0
943220,0
944051,0
945693,0
948129,6.39009287925696
950229,6.81527347781218
952786,1
955752,4.79876160990712
956522,4.76780185758514
958042,2.52631578947368
958638,4
959898,5.80185758513932
969999,2
971088,0
974388,4.79876160990712
976605,3.85294117647059
976629,1
979122,3
979454,5
980309,3.89267285861713
981051,1
982005,4
984730,4
986557,4.42518059855521
987710,5.08771929824561
991834,2
993790,4.86274509803922
994399,4.23942208462332
996458,4
997002,0
997035,7.30048159614723
997853,0
1002455,4.65734265734266
1003083,3.68214654282766
1004161,3
1004996,10.8806329549364
1006698,6.15583075335397
1008255,5.74303405572755
1009032,1
1012413,5
1014688,3
1017647,4.66047471620227
1019527,3.52321981424149
1023551,2
1026430,4.46666666666667
1027128,0
1027950,6.10526315789474
1028308,4.94117647058824
1030526,2.1609907120743
1032056,5.11351909184727
1032460,6.06811145510836
1032784,0
1035216,4
1042965,2.62538699690402
1043055,0
1044205,0
1045293,2
1048957,0
1049118,4
1049443,5.23219814241486
1049537,1
1051325,6.94117647058824
1054099,4
1054172,3
1054333,2.23735810113519
1054986,5.08771929824561
1056519,3
1056802,2.87925696594427
1057938,2.97523219814241
1059671,3.78534571723426
1060877,3
1062039,3.87203302373581
1063296,0.954248366013072
1063413,4
1067660,5.23219814241486
1069940,3.81424148606811
1075422,3
1075825,0
1076105,2.14860681114551
1078875,4
1082300,5.09391124871001
1084720,3.73581011351909
1085595,4.07843137254902
1088214,0
1088647,4.71428571428571
1088967,4.75954592363261
1089501,3
1089934,4
1090581,4
1094805,3
1096870,5.16821465428277
1097028,0
1098300,1
1098673,3.05882352941176
1100834,6.43962848297214
1101066,3.92982456140351
1105070,4.92466460268318
1107581,3.86377708978328
1108165,5.05675954592363
1110282,3.36842105263158
1110644,4.99484004127967
1110916,0.917440660474716
1111236,2.79876160990712
1111432,4.06604747162023
1111472,3.45510835913313
1111527,4
1112228,1
1114974,3.85552115583075
1114996,4.63364293085655
1120674,1
1122277,4.28070175438596
1123241,0
1125465,5.42424242424243
1128312,1
1128906,4.20227038183694
1131167,2.34365325077399
1131917,6.81733746130031
1132363,4.06191950464396
1132587,3
1133916,4
1134377,1.93188854489164
1135097,1
1135944,4.02063983488132
1136239,3.43446852425181
1136289,5.96491228070175
1136912,5
1137976,4
1145028,1
1147047,4
1147093,4.81424148606811
1147496,1
1147605,0
1150560,9.43928448572411
1150781,3.25077399380805
1151121,3
1152979,1
1153376,4
1154532,3.86790505675955
1158981,4
1159328,4
1159737,3.8390092879257
1160045,4.14035087719298
1164276,2.32610939112487
1165209,4.31888544891641
1166344,4.41279669762642
1167094,1
1171027,3.43859649122807
1172401,1
1173265,1
1174721,3.93808049535604
1177200,2
1178077,0
1178960,3.80185758513932
1179106,1
1180191,4
1180771,3.70278637770898
1182855,3.79772961816305
1183436,1.04643962848297
1184361,2
1185768,1.03296703296703
1187755,1
1189276,4.05366357069143
1192305,4.73168214654283
1192475,6.0061919504644
1194305,1
1196082,0
1198830,4.08668730650155
1200698,4.3343653250774
1200712,4.98968008255934
1200724,0
1201374,1
1203136,2
1203456,4
1204017,3.93808049535604
1204676,4.42518059855521
1209120,0
1211224,4
1212556,5.33023735810113
1213020,3.47987616099071
1217368,3
1218575,5.42414860681114
1219278,0
1219587,1
1220415,3.42414860681115
1222865,4.72136222910217
1224573,1.8328173374613
1226031,3.86790505675955
1226511,4.35122119023048
1228630,3.81424148606811
1230973,4
1231504,3.86790505675955
1233737,5.48503611971104
1234610,3.73168214654283
1234940,4.92260061919505
1237521,2.86996904024768
1244560,3
1244670,2.09287925696594
1245173,1
1245317,0
1248824,0
1251472,3
1251479,1
1251673,0.972727272727273
1254304,4
1259648,7.24871001031992
1262260,0
1262743,0
1262899,3.69040247678019
1263570,3.81424148606811
1267335,1
1272056,4
1272907,5
1273470,2.89473684210526
1274931,3
1277080,0
1277651,1
1278477,3.86790505675955
1279836,0
1282890,3.76190476190476
1284749,4.91428571428571
1284798,5.82857142857143
1285540,5.58307533539732
1287183,2.14860681114551
1291895,4.40454076367389
1292174,5.28571428571429
1293020,2.62538699690402
1293920,4
1298534,2.18575851393189
1302320,1
1306277,4.08668730650155
1313564,5.58823529411765
1315505,4.98452012383901
1316460,0
1317960,0
1319434,5.35087719298246
1322431,5
1324854,3.98761609907121
1325193,4
1325715,4
1326918,0
1330041,1
1330150,0
1332064,8.83006535947712
1334864,0
1336244,4.97936016511868
1337299,2
1337944,4
1338927,5.1640866873065
1341072,4
1341599,3
1342867,4
1343990,2.90092879256966
1347105,4.13897488820089
1347613,6.47678018575851
1347705,0
1350243,1
1350601,4
1356624,0
1357319,4.13209494324045
1358206,1
1359974,4.11428571428571
1360215,1
1360839,7.17750257997936
1362838,1
1364974,3
1365104,3.77622377622378
1367624,0
1370351,0
1371118,0
1371850,2.84829721362229
1372923,4.29411764705882
1374197,5
1377368,3.66976264189887
1377868,2.54489164086687
1378144,3.98761609907121
1379727,4.3109735122119
1382050,1
1383605,4.55108359133127
1387062,7.11661506707946
1391860,4
1392071,6
1395515,4
1398196,4
1399709,4.8
1399745,2.75232198142415
1402652,3.68214654282766
1404619,0
1406641,4.28482972136223
1408762,1
1410725,4.34285714285714
1411608,2
1414812,2
1416500,7.50808393532852
1418771,0
1418785,6.02218782249742
1421066,1
1422495,3
1422518,4.57332874670336
1425527,0
1427492,4.09494324045408
1428263,4
1430993,1
1431075,1
1431115,3.56656346749226
1431869,0
1434203,1
1434566,3.93808049535604
1434645,1
1434881,4.63570691434469
1435578,4
1436000,3.13636363636364
1436028,4.00000000000001
1437864,3.96284829721362
1439015,4.18988648090815
1439827,1.03296703296703
1440566,3.73626373626374
1442717,3.54179566563467
1444672,3
1446102,3
1446472,4
1449187,0
1451760,4.83488132094943
1456627,4
1456866,1
1457535,7.45510835913312
1458026,8
1458644,1.04545454545455
1460667,4.67492260061919
1462419,4.53663570691434
1462848,7.04489164086687
1465068,1
1471605,1
1473639,1
1473853,0
1474458,0
1475175,4.64396284829721
1476933,1
1478437,0
1479868,1
1482328,5.90712074303405
1482420,3.93395252837977
1482432,1.04643962848297
1482463,1
1482868,7.01238390092879
1482875,4.33849329205366
1485149,6
1486953,1
1487309,4
1487863,5
1488691,2
1489830,5.90815273477812
1491871,0
1491924,3
1492696,4.68937048503612
1495715,2.32404540763674
1496570,6.80082559339525
1497472,1
1501489,4.22084623323013
1501627,4.69349845201238
1503461,3.66976264189887
1503555,0
1509051,5
1509848,3.86790505675955
1512915,2
1513042,5.85139318885449
1514385,0
1514427,0
1516654,2.86068111455108
1520751,2
1522352,3.5046439628483
1522568,3
1525056,0
1525831,4.4
1525984,1
1526900,5.12383900928793
1527597,3.56363636363636
1533331,0
1534958,3.44582043343653
1536146,5.05675954592363
1539126,3
1539849,1
1545902,3
1546155,0
1549144,3.81424148606811
1549630,6.10526315789474
1550181,5.75851393188854
1552885,1
1555119,4
1557156,4.73333333333333
1560132,4.37762237762238
1561919,2.64396284829721
1562520,1
1562929,1.10113519091847
1564031,1
1564105,5.25799793601651
1564217,2.90092879256966
1566226,4.00000000000001
1566951,3.55830753353973
1568356,4.91744066047472
1572798,4
1572877,1.9938080495356
1574599,5.77399380804953
1579609,3.47162022703818
1584351,3.96284829721362
1584451,10.2201582387341
1585153,4
1585822,6.05572755417957
