PC1 (1),PC2 (1),CODIGO_CLIENTE,Cluster,Silhouette
-0.11520778940234293,-2.4049248728740724,1484.0,C2,
-0.13936568883371625,-2.6939306690736826,1627.0,C2,
-0.09846517745054696,-2.622682451704508,2726.0,C2,
-1.8974591420010676,0.40598788372179273,8020.0,C1,
-1.7993200375749316,0.6473266646201743,11065.0,C1,
-1.9990659985804473,0.3641057421571172,13533.0,C1,
-0.08178196647528507,-2.6998755539987602,13919.0,C2,
-0.25326954879012864,-2.548933984648637,18614.0,C2,
-1.8155003423815916,0.5234540300439576,19267.0,C1,
1.323737049712716,3.4711331532686733,19286.0,C3,
-0.0602563680233494,-2.444896753540876,23507.0,C2,
-1.8373809928016591,0.37603587504369757,25009.0,C1,
0.14845273022451122,-2.058528540115527,25500.0,C2,
-1.8471474270949668,0.36770659874903705,25965.0,C1,
1.2961010724586508,3.4580467467923803,31776.0,C3,
-1.8009165469593724,0.6118342256680961,32272.0,C1,
-1.8250853771775073,0.4157793539991685,33215.0,C1,
3.091551679994689,0.46919034568888596,42599.0,C4,
0.07681062624601351,-2.157133510918494,45714.0,C2,
-1.7171954779220893,0.6055790192025196,45779.0,C1,
2.980663772971441,0.1123126265171268,45867.0,C4,
3.2541697666486793,-0.9890995573590878,46161.0,C4,
1.400579781300972,3.5342964584044774,47810.0,C3,
-1.7692160474372898,0.4173984060870935,52351.0,C1,
-1.9446416760237932,0.24482593487810422,52963.0,C1,
-1.906415625785819,0.33962096283153204,54160.0,C1,
-1.7098418168983667,0.3091146494771189,54363.0,C1,
0.07833578806833294,-2.232384096308272,54568.0,C2,
2.9345327667053973,0.27865341971614516,54895.0,C4,
-1.7959913922525572,0.2270070990427906,55604.0,C1,
-1.4696715318972486,0.9871551042079011,56831.0,C1,
-1.745887274234812,0.6269377748652837,57262.0,C1,
0.04582661263826158,-2.548971737413217,57273.0,C2,
0.10871336435189707,-2.1222788606784686,57503.0,C2,
2.997067315845155,0.14779919633134578,58345.0,C4,
-1.8227964974925586,0.32630200059183256,59106.0,C1,
-1.7793090658044277,0.353582489517212,61419.0,C1,
3.1807817064751407,0.517062287681078,61816.0,C4,
0.05060744423684285,-2.6072421293485863,62626.0,C2,
2.956285408194941,0.278474647198287,62916.0,C4,
0.0236178537039328,-2.423988626031838,63035.0,C2,
3.2600087207888717,0.6288924389390825,64493.0,C4,
1.4128565060134324,3.6395145703870604,67416.0,C3,
5.552879763588394,-2.519061019273536,67484.0,C6,
3.0057791641556104,0.3200247330939761,75838.0,C4,
-0.1207014954979363,-2.577603435339679,76760.0,C2,
-0.2581635830145174,-2.5779182399922065,76833.0,C2,
-0.0223537994261028,-2.4666901835043467,77862.0,C2,
3.0966125547007244,0.3169811739949221,78120.0,C4,
-1.7591024493948053,0.47369673785831906,78390.0,C1,
-0.03418062796888026,-2.454581045993362,78745.0,C2,
1.9747839540969916,-0.14341139819692014,82725.0,C4,
1.2573709985799537,3.478938576429137,83668.0,C3,
0.01950947617064964,-2.265845973143231,90219.0,C2,
1.203570786806924,3.3573239001825717,90423.0,C3,
9.040630426097158,-2.8111303212446286,92555.0,C5,
-0.11152988329640989,-2.5515198000899213,94480.0,C2,
-2.0309943947592437,0.29413582892459206,95860.0,C1,
-1.8656522887899005,0.4131590105019126,96386.0,C1,
-1.7507655771045145,0.3150664170684119,97786.0,C1,
-1.8144142905552214,0.2129844781479921,102524.0,C1,
3.1256961590617953,0.4653239667807065,105851.0,C4,
-1.7692160474372898,0.4173984060870935,105879.0,C1,
-1.6671318120882055,0.7011396016691197,105931.0,C1,
-1.914605072829853,0.45464004721092255,108228.0,C1,
-0.08864357886848807,-2.65915730005869,109887.0,C2,
-0.08278408981464391,-2.5542607561414514,110980.0,C2,
-0.03333736849065409,-2.5455482532769618,111869.0,C2,
1.3886695366715316,3.4271817947677246,113359.0,C3,
-0.043926687081192864,-2.5309307918171626,114483.0,C2,
-1.8287726944654865,0.29365403286900504,120871.0,C1,
-0.09931603863716619,-2.6321920471902813,120927.0,C2,
0.2206398336436613,-2.282233435037733,124703.0,C2,
